aburt,ABURA,3,win
polina,ABURA,3,win
polina,ABURA,3,win
liia,ABURA,2,win
polity,ABURA,3,win
polina,abura,3,win
polina,ABURA,1,win
polina,abura,6,loss
polina,abune,3,win
polina,abune,1,win
polina,abune,6,win
polina,abune,1,win
polina,beach,3,win
